"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
112003,"JDT","Core","philippe_mulet","RESOLVED","DUPLICATE","NPE from browsing JDT.UI 3.1 code (opening JavaEditor.java)","2005-10-10 07:16:48"
238943,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","SortElementsOperation doesn't use project specific settings","2009-10-27 07:24:06"
76165,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","[Search] reference and compare reports slow & out of memory error","2004-10-28 08:09:47"
25378,"JDT","Core","Olivier_Thomann","RESOLVED","WONTFIX","Switching from jdk1.3.1 to jdk1.4.1 leaves me without CVS support","2002-10-28 07:22:35"
50817,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","Java parser doesn't handle comments properly","2004-01-29 04:12:32"
176076,"JDT","Core","david_audel","VERIFIED","DUPLICATE","IAE in ASTConverter for invalid source range","2007-03-20 10:12:52"
128520,"JDT","Core","philippe_mulet","RESOLVED","WORKSFORME","[1.5][compiler] compiler problem simmilar to http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6213818","2006-02-20 15:27:17"
458952,"JDT","Core","sasikanth.bharadwaj","VERIFIED","WORKSFORME","[performance tests] Huge increase in code completion test","2016-04-26 01:45:39"
110479,"JDT","Core","frederic_fusier","RESOLVED","WONTFIX","[index] Java indexing job should not be system task","2007-06-19 15:41:57"
488642,"JDT","Core","mateusz.matela","VERIFIED","FIXED","[formatter] IOOBE with block comment inside anonymous class","2018-01-20 17:19:30"
533954,"JDT","Core","jdt-core-inbox","CLOSED","WONTFIX","Is it safe to use JAVA 10.0.1 with 4.8M6?","2018-04-24 01:12:58"
335066,"JDT","Core","amj87.iitr","NEW"," ---","[DOM] Wrong binding created for ""this"" keyword in anonymous class","2011-01-24 11:27:20"
28819,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Nullpointer exception when building.","2003-01-17 07:42:52"
109118,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5][compiler] Unhandled Exception Compiler error involving generics in java 1.5","2006-01-10 10:31:17"
233224,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[formatter] Xdoclet tags looses @ on format","2008-05-23 06:07:51"
546097,"JDT","Core","jarthana","CLOSED","DUPLICATE","[content assist] Content Assist takes very long/aborts","2019-09-09 13:34:58"
23586,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Creating a new project deletes files in the parent folder","2002-11-14 05:14:42"
496503,"JDT","Core","jarthana","NEW"," ---","org.eclipse.jdt.core.ITypeHierarchy.getAllSuperInterfaces(IType) does not seem to consider interface hierarchy.","2018-05-21 09:33:17"
264816,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[search] AIOOBE in StringOperation.getPatternMatchingRegions(..) with pattern ""?*""","2009-02-13 10:35:06"
545364,"JDT","Core","stephan.herrmann","VERIFIED","FIXED","Rename all variable/method occurence not working","2019-04-09 00:25:07"
428112,"JDT","Core","srikanth_sankaran","VERIFIED","FIXED","[1.8][compiler] ClassCastException in ReferenceExpression.generateCode","2014-02-21 00:56:05"
514591,"JDT","Core","mateusz.matela","VERIFIED","FIXED","[formatter] NegativeArraySizeException with ""Never indent line comments on first column"" + ""Use spaces to indent wrapped lines""","2017-05-09 04:36:39"
482220,"JDT","Core","stephan.herrmann","CLOSED","DUPLICATE","[compiler][null]  NP analysis doesn't work if NP annotation types do not match","2015-11-16 19:41:45"
46421,"JDT","Core","Olivier_Thomann","RESOLVED","DUPLICATE","Compiler doesn't require 'throws' declaration when class throws IOException","2003-11-11 15:40:11"
88224,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","[1.5][DOM] ASTRewriteAnalyzer blows up with local enums","2005-03-30 23:28:26"
80043,"JDT","Core","jdt-core-inbox","CLOSED","INVALID","eclipse compiler classpath CORRUPTED by autogen folder not initially scanned","2009-08-30 02:07:46"
471883,"JDT","Core","mateusz.matela","VERIFIED","FIXED","[formatter] NullPointerException in TokenManager.firstIndexIn (188)","2015-09-02 20:24:03"
104953,"JDT","Core","camle","RESOLVED","INVALID","TVT3.1: tct 377-CHS:Untranslated valication WSDL error message","2005-08-11 09:33:19"
543304,"JDT","Core","stephan.herrmann","VERIFIED","FIXED"," @NonNull produces an error with arrays of primitives","2019-02-20 00:31:54"
49921,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Open Type dialog does not show all classes","2004-02-10 07:59:37"
441238,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler][null] False ""Type mismatch: cannot conver"" when null analysis turned on","2018-08-16 00:06:51"
103047,"JDT","Core","jerome_lanneluc","RESOLVED","WORKSFORME","""Building workspace"" runs forever","2007-02-27 12:56:31"
33900,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","NPE setting output directory of a source folder","2003-05-08 16:04:11"
332311,"JDT","Core","amj87.iitr","VERIFIED","DUPLICATE","When setting ""Javadoc location"" for a jar file and using code completion, the code completion window will freeze for 5-20 seconds when entering new characters","2011-02-10 05:29:38"
467561,"JDT","Core","jdt-core-inbox","CLOSED","DUPLICATE","[1.8][compiler] Lambda expression does not compile because type not inferred correctly","2016-04-21 17:20:58"
108095,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","The compiler incorrectly creates Object[] for generic varargs","2005-08-26 09:27:12"
329288,"JDT","Core","amj87.iitr","VERIFIED","FIXED","Fetching parameter names literally hangs on a class with a lot of methods","2011-07-21 22:27:46"
89848,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[search] does not find method references in anonymous class of imported jarred plugin","2005-04-01 13:11:58"
26909,"JDT","Core","david_audel","VERIFIED","FIXED","NPE opening type hierarchy for binary type","2003-02-06 11:19:50"
46675,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[Compiler] NullPointerException with ? operator","2004-03-01 12:36:32"
281609,"JDT","Core","jarthana","VERIFIED","FIXED","[javadoc] ""Javadoc: Invalid reference"" warning for @link to Java package","2009-09-16 09:50:39"
66216,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","Sort Members is broken.","2004-06-11 07:32:39"
121369,"JDT","Core","srikanth_sankaran","VERIFIED","NOT_ECLIPSE","[1.5][compiler] Eclipse successfully compiles buggy code","2011-01-25 09:29:37"
51057,"JDT","Core","jdt-core-inbox","CLOSED","INVALID","Project-Rebuild All stops because not all resources can be deleted","2009-08-30 02:08:09"
419578,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","NullPointerException launching JUnit tests","2013-10-16 08:00:27"
5279,"JDT","Core","jerome_lanneluc","RESOLVED","DUPLICATE","Search for CLASS and INTERFACE not implemented","2005-05-11 09:03:01"
359646,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","Formatter fails silently if Java source contains 0x8000000000000000L","2012-07-05 09:49:24"
58104,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","[formatting] line wrapping not always respected for method calls","2009-08-30 02:33:58"
321548,"JDT","Core","srikanth_sankaran","VERIFIED","DUPLICATE","Eclipse Helios compiler fails to compile Java class that compiles with Java 6 and 7 compilers","2010-09-14 13:52:28"
138577,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Package content disapear in package explorer","2006-08-07 09:49:48"
392119,"JDT","Core","srikanth_sankaran","RESOLVED","FIXED","[1.8][compiler] Annotations with hybrid SE7 & SE8 targets don't make it to class files.","2012-10-17 01:55:48"
527045,"JDT","Core","jdt-core-inbox","NEW"," ---","IBM JDK 8.0.5.0 ubuntu Core dump","2017-11-09 08:06:01"
487118,"JDT","Core","sasikanth.bharadwaj","VERIFIED","INVALID","Selection of wrong overloaded method","2016-03-16 04:34:00"
332843,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","[formatter] format save action fails with SIOOBE","2011-01-25 08:41:15"
388563,"JDT","Core","jdt-core-inbox","VERIFIED","INVALID","eclipse internal compiler bug (inheritance)","2012-09-17 23:25:07"
439195,"JDT","Core","mateusz.matela","VERIFIED","WORKSFORME","[formatter]eclipse kepler SR2 treating wrapped lines as normal lines and indents","2019-01-08 05:29:46"
147880,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Null AST","2007-07-29 09:20:24"
506888,"JDT","Core","jarthana","VERIFIED","FIXED","Unused @SuppressWarnings(""incomplete-switch"") not reported","2018-11-20 17:25:38"
545535,"JDT","Core","jdt-core-inbox","NEW"," ---","Autocomplete crashes sometimes","2019-05-06 16:16:21"
506918,"JDT","Core","stephan.herrmann","VERIFIED","NOT_ECLIPSE","[1.8][compiler] Type errors with wildcards","2016-12-06 22:27:22"
114887,"JDT","Core","kent_johnson","RESOLVED","DUPLICATE","Builders do not run when source folders are missing","2005-11-03 12:10:16"
100631,"JDT","Core","kent_johnson","CLOSED","FIXED","Internal compiler error in 3.1RC2","2011-06-04 10:09:08"
123836,"JDT","Core","satyam.kandula","VERIFIED","FIXED","[1.5][search] for references to overriding method with bound type variable is not polymorphic","2012-06-01 11:15:38"
27204,"JDT","Core","Olivier_Thomann","RESOLVED","WORKSFORME","AST.lineNumber(position) is not working, if the class didn't have a new line at the end of file.","2002-12-02 08:44:07"
474316,"JDT","Core","mateusz.matela","VERIFIED","DUPLICATE","formatter broken in several respects","2016-12-06 04:27:28"
522328,"JDT","Core","stephan.herrmann","RESOLVED","FIXED","[9] define default set of JDK modules on the module path","2017-09-18 03:32:09"
399941,"JDT","Core","jdt-core-inbox","VERIFIED","INVALID","Internationalization Bundle not found","2013-03-12 06:33:38"
262389,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Internal code must not use ICompilationUnit.applyTextEdit","2011-09-14 12:33:03"
544697,"JDT","Core","jdt-core-inbox","NEW"," ---","Multiple JAR file locks from JavaModelManager","2019-02-25 04:11:34"
84162,"JDT","Core","jerome_lanneluc","RESOLVED","DUPLICATE","deadlock","2005-05-12 06:22:20"
549592,"JDT","Core","register.eclipse","VERIFIED","NOT_ECLIPSE","Tests of a modular project have access to the classpath","2019-08-21 02:59:41"
99811,"JDT","Core","kent_johnson","VERIFIED","FIXED","NPE during content assist","2005-06-16 14:58:35"
536847,"JDT","Core","jdt-core-inbox","NEW"," ---","[9] Consider jdk module dependencies with test sources","2018-07-11 03:22:13"
80273,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Deprecated Date API no longer throws a warning or error","2004-12-06 15:52:58"
521182,"JDT","Core","sasikanth.bharadwaj","VERIFIED","FIXED","[compiler] method reference on null object should throw NPE at runtime (JLS compliance)","2018-08-06 14:01:01"
276938,"JDT","Core","david_audel","VERIFIED","FIXED","Remove unreachable removes reachable logic in case statement.","2009-08-27 14:57:48"
34708,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","unreliable full build/refresh using linked source folders","2009-08-30 02:34:27"
117302,"JDT","Core","kent_johnson","VERIFIED","FIXED","Clean build of large project gives unresolved type errors","2006-09-12 08:55:03"
349862,"JDT","Core","srikanth_sankaran","VERIFIED","FIXED","[1.7] NPE when trying to use UnionType as TryStatement resource","2011-08-05 02:54:50"
126013,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","Inheritance ? - > ""cannot be resolved to a type""","2009-08-30 02:06:25"
17923,"JDT","Core","kent_johnson","VERIFIED","FIXED","Can't find refs to binary fields","2002-06-03 11:47:27"
96760,"JDT","Core","kent_johnson","RESOLVED","WORKSFORME","TreeSet<T>.contains(T t) can throw AbstractMethodError","2005-05-26 12:28:55"
495689,"JDT","Core","jdt-core-inbox","NEW"," ---","memory leak, cpu utilization high, STOP button in console window stay red all the time","2016-06-10 00:41:31"
539275,"JDT","Core","jdt-core-inbox","NEW"," ---","Wrong error message when two Maven dependencies share packages under Java module system","2018-09-20 08:56:16"
60342,"JDT","Core","jdt-core-inbox","CLOSED","INVALID","Changes to CLASSPATH VARIABLES are lost when I close my workspace.","2009-08-30 02:05:11"
197414,"JDT","Core","Olivier_Thomann","VERIFIED","WONTFIX","StackOverflowError while compiling R3_0_maintenance code","2007-12-20 06:56:58"
383458,"JDT","Core","jdt-core-inbox","VERIFIED","INVALID","Error message : ""No completions available"" with JAVA development","2012-06-26 04:11:44"
142087,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5][compiler] NPE in computeCompatibleMethod","2006-05-19 11:24:22"
420284,"JDT","Core","srikanth_sankaran","RESOLVED","FIXED","[1.8][compiler] IllegalStateException from TypeSystem.cacheDerivedType","2014-10-11 00:15:23"
490001,"JDT","Core","stephan.herrmann","VERIFIED","INVALID","Generics difference with javac & IDEA: Type mismatch: cannot convert from HashSet to Set<Team> (see in SpongePowered/SpongeCommon code base)","2016-04-27 08:23:23"
520073,"JDT","Core","jdt-core-inbox","CLOSED","DUPLICATE","[1.8][compiler] NPE in LambdaExpression.analyseCode related to constructor reference and varargs","2017-07-23 18:09:02"
175531,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Livelock in OverflowingLRUCache.privateRemoveEntry","2007-03-20 06:22:55"
104198,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","typing problem with import static, generics and enum","2005-07-18 11:15:03"
150648,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","Source code resolution don't honor current project","2009-08-30 02:05:58"
375248,"JDT","Core","srikanth_sankaran","RESOLVED","FIXED","AIOOBE inside twr with finally block","2012-04-30 13:32:20"
137298,"JDT","Core","maxime_daniel","VERIFIED","FIXED","[compiler] Local variables not reported as not been initialized when more than 64 locals are defined","2006-04-28 14:33:51"
518333,"JDT","Core","youssef.elhouti","ASSIGNED"," ---","[1.8][inference] Type Inference Generic type Inner Class","2019-05-21 23:13:39"
250142,"JDT","Core","jdt-core-inbox","NEW"," ---","[ast rewrite] convert control statement removes comments by mistake","2019-01-17 07:08:13"
27499,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Bogus ClasspathVariableInitializer is found in JavaModel","2002-12-18 09:54:10"
328125,"JDT","Core","jdt-core-inbox","VERIFIED","DUPLICATE","Generic code using covariant return type and same parameters does no longer compile","2011-09-14 04:01:19"
14940,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","ICompilationUnit.getUnderlyingResource throws JavaModelException","2009-08-30 02:42:14"
471578,"JDT","Core","mateusz.matela","VERIFIED","DUPLICATE","Formatter: ""Never join already wrapped lines"" does not work for closing parentheses","2016-05-16 04:04:21"
300301,"JDT","Core","Olivier_Thomann","VERIFIED","INVALID","Eclipse compiler chosen complaince level as 1.4 with source 1.4 target 1.5","2010-01-25 06:33:37"
443590,"JDT","Core","manpalat","VERIFIED","DUPLICATE","Opening large File-/Folder-strucutres in Package-Explorer is very slow","2015-01-06 08:46:28"
236230,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[formatter] SIOOBE while formatting a compilation unit.","2008-08-28 12:14:45"
79224,"JDT","Core","philippe_mulet","RESOLVED","WORKSFORME","[1.5][compiler] Internal compiler error on Unchecked Conversion","2004-12-17 09:15:32"
294724,"JDT","Core","srikanth_sankaran","CLOSED","DUPLICATE","Generic code that works with javac and eclipse 3.4 does not work with Eclipse 3.5","2010-03-08 10:21:55"
149043,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Unresolvable classpath container leads to lots of scheduled jobs","2006-07-05 09:17:36"
97164,"JDT","Core","jerome_lanneluc","CLOSED","FIXED","classpath variables lost when upgrading from M7 to RC1","2005-06-10 08:49:36"
202490,"JDT","Core","maxime_daniel","VERIFIED","FIXED","Javadoc of JavaCore options hard to use","2008-02-04 09:08:40"
53267,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Package View popup menu locks up X server","2004-05-25 08:09:54"
143324,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","Project compiler setting for JDK 5 isn't respected","2006-05-23 19:30:24"
94754,"JDT","Core","kent_johnson","CLOSED","FIXED","[1.5][compiler] Ambiguous method call is not detected","2005-06-10 10:24:21"
530066,"JDT","Core","mateusz.matela","VERIFIED","FIXED","Formatter completely hangs Eclipse on line comments that split variable initialization","2018-03-06 10:25:08"
381443,"JDT","Core","stephan.herrmann","VERIFIED","FIXED","[compiler][null] Allow parameter widening from @NonNull to unannotated","2013-03-12 06:27:37"
99401,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","Can't turn off Abort build if build path incomplete","2006-03-30 08:34:12"
208490,"JDT","Core","jdt-core-inbox","VERIFIED","WORKSFORME","DeltaProcessor.projectCachesToReset left with stale JavaProject","2008-09-15 09:14:30"
25582,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Cannot specify java source path for resource !","2002-11-12 09:21:56"
50894,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","AST throws AbortCompilation","2004-01-29 15:45:53"
151660,"JDT","Core","david_audel","NEW"," ---","Content assist pushing generics in my face","2019-06-07 17:34:49"
500325,"JDT","Core","jdt-core-inbox","NEW"," ---","[1.8] Eclipse failed to compile Java 8 code against Scala library types.","2016-08-27 12:22:39"
236672,"JDT","Core","frederic_fusier","VERIFIED","WORKSFORME","[indexing] JDT indexing takes a long time","2008-12-09 14:02:37"
49935,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","NullPointerException thrown when editing a java file","2004-01-28 10:57:02"
317570,"JDT","Core","amj87.iitr","CLOSED","WORKSFORME","Code completion gives java.lang.ArrayIndexOutOfBoundsException","2011-06-30 04:24:42"
456425,"JDT","Core","manpalat","NEW"," ---","Off/On tags don't work correctly together with Save Actions","2015-06-02 11:42:11"
371834,"JDT","Core","srikanth_sankaran","VERIFIED","DUPLICATE","Compilation error is not catched","2012-03-12 08:59:08"
159987,"JDT","Core","philippe_mulet","RESOLVED","DUPLICATE","[clean up] cleanup changes logic by removing cast that it shouldn't","2006-10-26 09:56:03"
39289,"JDT","Core","platform-resources-inbox","RESOLVED","WONTFIX","Java Classpath variables lost after restart","2003-10-06 04:39:18"
540093,"JDT","Core","jdt-core-inbox","NEW"," ---","Can't import any referenced libraries from project's build path","2018-10-13 15:26:56"
265307,"JDT","Core","jdt-core-inbox","VERIFIED","DUPLICATE","Version 3.5.0 does not compile enums the same as version 3.4.1","2009-03-10 11:32:04"
108165,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","JDT Hangs (Takes long time) for even simple tasks like save","2007-03-26 12:00:27"
73286,"JDT","Core","kent_johnson","VERIFIED","FIXED","NPE on save","2004-09-23 12:41:50"
84801,"JDT","Core","kent_johnson","VERIFIED","FIXED","Bad code  generated for Java 5.0","2005-02-16 09:23:52"
435707,"JDT","Core","jdt-core-inbox","VERIFIED","DUPLICATE","Switch statement in default methods","2015-01-20 09:15:29"
421601,"JDT","Core","stephan.herrmann","VERIFIED","WORKSFORME","[null] @NonNullByDefault on class conflicts with @NonNull parameters in interface","2014-06-04 01:37:22"
474045,"JDT","Core","markus.kell.r","RESOLVED","FIXED","findSecondaryType blocked by sleeping Indexing Thread","2016-04-06 05:11:18"
522061,"JDT","Core","jdt-core-inbox","VERIFIED","DUPLICATE","EJC 4.8M1 does not compile a class that javac 1.8.0_112 compiles","2018-05-08 12:47:31"
130978,"JDT","Core","jerome_lanneluc","RESOLVED","DUPLICATE","Checking References in referenced jar files is not working","2006-04-07 07:20:11"
31456,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","ISourceManipulation.rename() performs deep copy of resources","2009-08-30 02:34:01"
83939,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5][compiler] null is allowed as a legal element value in annotations","2005-02-15 06:35:12"
209054,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[search] for references to method finds wrong interface call","2007-12-11 09:37:04"
105404,"JDT","Core","jdt-core-inbox","VERIFIED","INVALID","[misc] UI Freeze when use ctrl + mouse click or open declaration","2009-08-30 02:07:10"
71217,"JDT","Core","kent_johnson","RESOLVED","INVALID","OutOfMemoryError occurs frequently when more than 4500 Java Sources are compiled","2005-04-07 09:21:51"
24804,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","Organize imports wipes comments between statements [code manipulation]","2012-04-13 11:28:44"
12986,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Creating a working copy does not involve the problem requestor","2002-04-09 09:53:07"
29239,"JDT","Core","jerome_lanneluc","RESOLVED","WORKSFORME","Refactoring throws exception if .project or .classpath read-only in 2.1 M4","2003-01-22 05:45:36"
487153,"JDT","Core","sasikanth.bharadwaj","NEW"," ---","[compiler] Miscompilation when passing byte[] from generic return to varargs","2016-02-04 17:47:32"
43900,"JDT","Core","frederic_fusier","RESOLVED","DUPLICATE","Problems after importing","2004-02-06 14:03:01"
368409,"JDT","Core","jdt-core-inbox","VERIFIED","WORKSFORME","MethodHandle feature of jdk7 runs error","2012-05-01 06:16:50"
133772,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","Failed to execute runnable (java.lang.NoSuchMethodError: org.eclipse.jdt.internal.core.SourceMapper.mapSource(Lorg/eclipse/jdt/core/IType;[C)V)","2006-03-29 10:12:54"
32909,"JDT","Core","philippe_mulet","VERIFIED","FIXED","compiler error","2003-03-10 11:26:50"
245304,"JDT","Core","philippe_mulet","VERIFIED","DUPLICATE","[compiler] Class javadoc is the cause of compiler errors in another class","2008-08-28 11:55:36"
90147,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","Faulty compile errors in generics since 3.1 M6","2005-04-04 19:18:36"
72683,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Slow code assist in Display view","2004-09-23 10:38:45"
131459,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Java model returns stale resolved source type for binary type","2006-03-28 07:47:13"
326254,"JDT","Core","platform-swt-inbox","CLOSED","DUPLICATE","SWT_AWT bridge - SWT in Swing problem","2010-09-27 00:42:46"
241438,"JDT","Core","kent_johnson","VERIFIED","WORKSFORME","The Eclipse Compiler wrongly reports methods as ambiguous if the JDK Compliance level is set to 1.3","2008-08-06 15:16:47"
122139,"JDT","Core","david_audel","RESOLVED","WORKSFORME","NPE in CompletionEngine.isValidParent","2006-02-20 07:25:25"
396826,"JDT","Core","jdt-core-inbox","VERIFIED","INVALID","Incorrect choice of ambiguous occluded variables","2013-02-04 11:06:19"
71555,"JDT","Core","david_audel","RESOLVED","DUPLICATE","JDK 5.0 / Cheetah Bad behavior with code assist.","2004-08-09 10:17:21"
93948,"JDT","Core","Olivier_Thomann","RESOLVED","DUPLICATE","[DOM] Eclipse compiler dependencies","2006-03-13 12:07:46"
529159,"JDT","Core","jdt-core-inbox","NEW"," ---","Hangs up while editing enum's BiFunction lambda body","2017-12-23 19:41:02"
237772,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","[implementation] Deadlock in JDT causing UI freeze","2009-02-03 11:40:46"
207411,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5][compiler] NPE in ASTNode.resolveAnnotations","2007-12-11 12:04:03"
354094,"JDT","Core","stephan.herrmann","VERIFIED","INVALID","modified abstract syntax tree using JDT not getting reflected back to original source code file","2011-09-13 11:47:34"
103839,"JDT","Core","jerome_lanneluc","CLOSED","FIXED","Format of variablesAndContainers.dat doesn't scale well","2007-02-22 09:23:59"
479284,"JDT","Core","sasikanth.bharadwaj","VERIFIED","FIXED","[1.8][inference] fail to resolve matching types for lambda and method reference + NPE at build","2016-05-22 14:18:16"
457871,"JDT","Core","manpalat","VERIFIED","FIXED","[Performance] Java compiler CPU time regression compared to 4.2.2","2015-08-17 01:58:27"
78849,"JDT","Core","jdt-core-inbox","VERIFIED","FIXED","[1.5][compiler] Java 1.5 Boxing and Character?","2004-12-14 23:03:46"
91670,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","package-info.java is not being correctly compiled","2005-05-27 04:55:41"
61872,"JDT","Core","frederic_fusier","VERIFIED","FIXED","library looses content when setting source attachment","2004-05-18 12:58:23"
346002,"JDT","Core","jarthana","VERIFIED","FIXED","Import of User Library with invalid path hoses User Library Dialog -- can not fix","2011-05-23 00:28:04"
81262,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[Java 5] Verification error when creating anonymous enum subtypes","2004-12-15 20:52:58"
427627,"JDT","Core","srikanth_sankaran","VERIFIED","WORKSFORME","[1.8] List.toArray not compiled correctly (NoSuchMethodError) within Lambda","2014-02-12 05:49:21"
122486,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","CompilationUnit","2006-01-03 01:04:17"
304357,"JDT","Core","Olivier_Thomann","CLOSED","WORKSFORME","StringIndexOutOfBoundsException when copying a class","2018-09-04 10:56:13"
106090,"JDT","Core","kent_johnson","VERIFIED","FIXED","[generics] Method invocation resolution depends on declaration order","2006-03-29 05:32:43"
30757,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Out of memory exception during hierarchy scoped search","2003-03-11 06:38:48"
322880,"JDT","Core","Olivier_Thomann","CLOSED","DUPLICATE","Cannot add breakpoint","2010-09-02 12:32:41"
511786,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","[newindex] blocks startup in JarPackageFragmentRoot.computeChildren","2017-02-07 08:01:56"
375249,"JDT","Core","jarthana","REOPENED"," ---","Eclipse throws ""cannot be read or is not a valid ZIP file"" error for a completely healthy jar file on the build path","2019-09-02 07:59:57"
250185,"JDT","Core","srikanth_sankaran","VERIFIED","INVALID","The Eclipse Compiler incorrectly reports the field is defined in an inherited type and an enclosing scope.","2009-03-10 07:39:22"
498022,"JDT","Core","jdt-core-inbox","VERIFIED","FIXED","Annotation Processing: No type annotations returned for annotation values that are arrays of classes","2018-08-23 00:58:46"
540886,"JDT","Core","jdt-core-inbox","NEW"," ---","Eclipse for Java feels sluggish and crashes a lot","2018-11-08 05:30:07"
186114,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","IMethodBinding.overrides(..) should consider static","2008-09-16 09:45:08"
202152,"JDT","Core","jdt-core-inbox","VERIFIED","DUPLICATE","Call to ICompilationUnit.becomeWorkingCopy() breaks JavaModel","2007-09-18 04:52:56"
437778,"JDT","Core","srikanth_sankaran","VERIFIED","DUPLICATE","NPE in org.eclipse.jdt.internal.compiler.ast.LambdaExpression.copy","2014-08-28 07:11:23"
551555,"JDT","Core","jdt-core-inbox","NEW"," ---","When using shortcut key for block comment (Ctrl+shift+/) is not working properly in new version of eclipse","2019-09-30 03:16:49"
483692,"JDT","Core","stephan.herrmann","VERIFIED","NOT_ECLIPSE","Copy/Paste/Cut bug","2015-12-09 03:51:09"
100125,"JDT","Core","jdt-core-inbox","CLOSED","INVALID","get Out of Memory when use ctrl+shift+G for references of function 'init()'","2009-08-30 02:06:39"
514211,"JDT","Core","sxenos","VERIFIED","FIXED","Memory usage increases with every Clean->Build All","2017-05-11 04:26:02"
89347,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[compiler] public constructor of protected inner class invisible in subclass","2006-04-13 13:10:27"
122881,"JDT","Core","kent_johnson","VERIFIED","FIXED","[1.5][compiler] Multiple interface inheritance is incompatible with Sun compiler","2006-03-27 03:10:09"
259378,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","[1.5][compiler] Incorrect instanceof 'is a raw type' warning in 3.5M4","2009-07-23 10:09:19"
106297,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5][compiler] new A<X>().new B(){}","2005-09-26 11:35:53"
300379,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[formatter] Fup of bug 287833","2010-03-09 03:26:34"
137918,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5][compiler] instanceof accepts primitive type as left-hand-side","2006-04-28 14:57:05"
35263,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","Eclipse crashes when opening Hierarchy view for java.lang.Eception","2016-07-21 09:54:42"
430766,"JDT","Core","sasikanth.bharadwaj","VERIFIED","FIXED","[1.8] Internal compiler error","2015-07-20 01:31:46"
