file,NOF_avg,NOF_max,NOF_total,NSF_avg,NSF_max,NSF_total
org.eclipse.jdt.internal.core.search.indexing.SaveIndex.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.search.indexing.SourceIndexer.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.indexing.SourceIndexerRequestor.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.core.search.IndexQueryRequestor.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.search.IndexSelector.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.core.search.JavaSearchDocument.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.core.search.JavaSearchParticipant.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.JavaSearchScope.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.core.search.JavaWorkspaceScope.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.AndPattern.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.ClassFileMatchLocator.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.ClasspathSourceDirectory.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.ConstructorLocator.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.ConstructorPattern.java,7.0,7,7,3.0,3,3
org.eclipse.jdt.internal.core.search.matching.DeclarationOfAccessedFieldsPattern.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.DeclarationOfReferencedMethodsPattern.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.DeclarationOfReferencedTypesPattern.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.FieldLocator.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.FieldPattern.java,4.0,4,4,3.0,3,3
org.eclipse.jdt.internal.core.search.matching.InternalSearchPattern.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.JavaSearchNameEnvironment.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.JavaSearchPattern.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.LocalVariableLocator.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.LocalVariablePattern.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.MatchingNodeSet.java,4.0,4,4,2.0,2,2
org.eclipse.jdt.internal.core.search.matching.MatchLocator.java,7.75,26,31,0.75,2,3
org.eclipse.jdt.internal.core.search.matching.MatchLocatorParser.java,0.5,3,3,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.MethodLocator.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.MethodPattern.java,11.0,11,11,3.0,3,3
org.eclipse.jdt.internal.core.search.matching.OrLocator.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.OrPattern.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.PackageDeclarationLocator.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.PackageDeclarationPattern.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.PackageReferenceLocator.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.PackageReferencePattern.java,3.0,3,3,1.0,1,1
org.eclipse.jdt.internal.core.search.matching.PatternLocator.java,2.0,2,2,9.0,9,9
org.eclipse.jdt.internal.core.search.matching.PossibleMatch.java,8.0,8,8,1.0,1,1
org.eclipse.jdt.internal.core.search.matching.PossibleMatchSet.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.QualifiedTypeDeclarationPattern.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.SuperTypeNamesCollector.java,4.0,8,8,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.SuperTypeReferenceLocator.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.SuperTypeReferencePattern.java,9.0,9,9,1.0,1,1
org.eclipse.jdt.internal.core.search.matching.TypeDeclarationLocator.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.TypeDeclarationPattern.java,4.0,4,4,1.0,1,1
org.eclipse.jdt.internal.core.search.matching.TypeReferenceLocator.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.TypeReferencePattern.java,5.0,5,5,1.0,1,1
org.eclipse.jdt.internal.core.search.matching.VariableLocator.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.matching.VariablePattern.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.core.search.PathCollector.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.search.PatternSearchJob.java,6.0,6,6,0.0,0,0
org.eclipse.jdt.internal.core.search.processing.IJob.java,1,0,0,1,0,0
org.eclipse.jdt.internal.core.search.processing.JobManager.java,4.0,8,8,0.5,1,1
org.eclipse.jdt.internal.core.search.SubTypeSearchJob.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.SearchableEnvironment.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.core.SearchableEnvironmentRequestor.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.SelectionRequestor.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.core.SetClasspathOperation.java,11.0,11,11,3.0,3,3
org.eclipse.jdt.internal.core.SimpleDelta.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.SingleTypeRequestor.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.SortElementBuilder.java,1.0,11,12,0.0,0,0
org.eclipse.jdt.internal.core.SortElementsOperation.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.SortJavaElement.java,25.0,25,25,11.0,11,11
org.eclipse.jdt.internal.core.SourceField.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.SourceFieldElementInfo.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.SourceMapper.java,23.0,23,23,4.0,4,4
org.eclipse.jdt.internal.core.SourceMethod.java,1.0,1,1,1.0,1,1
org.eclipse.jdt.internal.core.SourceMethodElementInfo.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.core.SourceRange.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.SourceRefElement.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.SourceRefElementInfo.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.SourceType.java,1.0,1,2,0.5,1,1
org.eclipse.jdt.internal.core.SourceTypeElementInfo.java,6.0,6,6,5.0,5,5
org.eclipse.jdt.internal.core.TypeConverter.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.TypeVector.java,3.0,3,3,2.0,2,2
org.eclipse.jdt.internal.core.UserLibrary.java,2.0,2,2,8.0,8,8
org.eclipse.jdt.internal.core.UserLibraryClasspathContainer.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.UserLibraryClasspathContainerInitializer.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.UserLibraryManager.java,0.0,0,0,5.0,5,5
org.eclipse.jdt.internal.core.util.AnonymousFileSource.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.util.ASTNodeFinder.java,2.5,3,5,0.0,0,0
org.eclipse.jdt.internal.core.util.CharArrayBuffer.java,4.0,4,4,1.0,1,1
org.eclipse.jdt.internal.core.util.ClassFileAttribute.java,3.0,3,3,1.0,1,1
org.eclipse.jdt.internal.core.util.ClassFileReader.java,20.0,20,20,4.0,4,4
org.eclipse.jdt.internal.core.util.ClassFileStruct.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.util.CodeAttribute.java,13.0,13,13,1.0,1,1
org.eclipse.jdt.internal.core.util.CodeSnippetParsingUtil.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.util.CommentRecorderParser.java,3.0,3,3,1.0,1,1
org.eclipse.jdt.internal.core.util.CommentRecorderScanner.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.util.ConstantPool.java,4.0,4,4,0.0,0,0
org.eclipse.jdt.internal.core.util.ConstantPoolEntry.java,20.0,20,20,0.0,0,0
org.eclipse.jdt.internal.core.util.ConstantValueAttribute.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,4.0,4,4,9.0,9,9
org.eclipse.jdt.internal.core.util.Disassembler.java,0.0,0,0,3.0,3,3
org.eclipse.jdt.internal.core.util.ElementInfoConverter.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.core.util.ExceptionAttribute.java,3.0,3,3,2.0,2,2
org.eclipse.jdt.internal.core.util.ExceptionTableEntry.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.core.util.FieldInfo.java,11.0,11,11,0.0,0,0
org.eclipse.jdt.internal.core.util.HandleFactory.java,2.6666666666666665,6,8,0.6666666666666666,1,2
org.eclipse.jdt.internal.core.util.ICacheEnumeration.java,1,0,0,1,0,0
org.eclipse.jdt.internal.core.util.ILRUCacheable.java,1,0,0,1,0,0
org.eclipse.jdt.internal.core.util.InnerClassesAttribute.java,2.0,2,2,1.0,1,1
org.eclipse.jdt.internal.core.util.InnerClassesAttributeEntry.java,7.0,7,7,0.0,0,0
org.eclipse.jdt.internal.core.util.LineNumberAttribute.java,2.0,2,2,1.0,1,1
org.eclipse.jdt.internal.core.util.LocalVariableAttribute.java,2.0,2,2,1.0,1,1
org.eclipse.jdt.internal.core.util.LocalVariableTableEntry.java,7.0,7,7,0.0,0,0
org.eclipse.jdt.internal.core.util.LRUCache.java,10.0,14,20,0.5,1,1
org.eclipse.jdt.internal.core.util.MementoTokenizer.java,3.0,3,3,13.0,13,13
org.eclipse.jdt.internal.core.util.MethodInfo.java,12.0,12,12,0.0,0,0
org.eclipse.jdt.internal.core.util.PublicScanner.java,37.0,37,37,55.0,55,55
org.eclipse.jdt.internal.core.util.RecordedParsingInformation.java,4.0,4,4,0.0,0,0
org.eclipse.jdt.internal.core.util.ReferenceInfoAdapter.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.core.util.SimpleDocument.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.core.util.SimpleLookupTable.java,4.0,4,4,0.0,0,0
org.eclipse.jdt.internal.core.util.SimpleSet.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.core.util.SimpleWordSet.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.core.util.SourceFileAttribute.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.util.ToStringSorter.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.core.util.Util.java,0.0,0,0,7.0,7,7
org.eclipse.jdt.internal.core.XMLWriter.java,1.0,1,1,1.0,1,1
org.eclipse.jdt.internal.corext.Assert.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.CalleeAnalyzerVisitor.java,6.0,6,6,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.CalleeMethodWrapper.java,0.5,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.CallerMethodWrapper.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.CallHierarchy.java,2.0,2,2,5.0,5,5
org.eclipse.jdt.internal.corext.callhierarchy.CallHierarchyMessages.java,0.0,0,0,2.0,2,2
org.eclipse.jdt.internal.corext.callhierarchy.CallHierarchyVisitor.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.CallLocation.java,6.0,6,6,1.0,1,1
org.eclipse.jdt.internal.corext.callhierarchy.CallSearchResultCollector.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.IImplementorFinder.java,1,0,0,1,0,0
org.eclipse.jdt.internal.corext.callhierarchy.Implementors.java,0.0,0,0,2.0,2,2
org.eclipse.jdt.internal.corext.callhierarchy.JavaImplementorFinder.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.MethodCall.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.MethodReferencesSearchRequestor.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.callhierarchy.MethodWrapper.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.AddCustomConstructorOperation.java,9.0,9,9,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.AddDelegateMethodsOperation.java,4.5,7,9,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.AddGetterSetterOperation.java,13.0,13,13,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.AddImportsOperation.java,4.0,4,4,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.AddJavaDocStubOperation.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.AddMethodStubOperation.java,9.0,9,9,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.AddUnimplementedConstructorsOperation.java,8.0,8,8,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.AddUnimplementedMethodsOperation.java,6.0,6,6,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.CodeGenerationMessages.java,0.0,0,0,2.0,2,2
org.eclipse.jdt.internal.corext.codemanipulation.CodeGenerationSettings.java,7.0,7,7,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.GetterSetterUtil.java,0.0,0,0,1.0,1,1
org.eclipse.jdt.internal.corext.codemanipulation.IImportsStructure.java,1,0,0,1,0,0
org.eclipse.jdt.internal.corext.codemanipulation.ImportReferencesCollector.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.ImportRewrite.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.ImportsStructure.java,6.0,16,24,0.25,1,1
org.eclipse.jdt.internal.corext.codemanipulation.IRequestQuery.java,1,0,0,1,0,0
org.eclipse.jdt.internal.corext.codemanipulation.OrganizeImportsOperation.java,13.0,17,26,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.SortMembersOperation.java,3.0,4,6,0.0,0,0
org.eclipse.jdt.internal.corext.codemanipulation.StubUtility.java,4.0,4,8,1.0,2,2
org.eclipse.jdt.internal.corext.Corext.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.CorextMessages.java,0.0,0,0,2.0,2,2
org.eclipse.jdt.internal.corext.dom.ASTFlattener.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.dom.ASTNodeFactory.java,0.0,0,0,2.0,4,4
org.eclipse.jdt.internal.corext.dom.ASTNodes.java,2.0,3,6,3.0,9,9
org.eclipse.jdt.internal.corext.dom.ASTRewriteClear.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.dom.Bindings.java,0.6666666666666666,1,2,0.3333333333333333,1,1
org.eclipse.jdt.internal.corext.dom.CodeScopeBuilder.java,8.0,10,16,0.0,0,0
org.eclipse.jdt.internal.corext.dom.CompilationUnitBuffer.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.dom.fragments.AssociativeInfixExpressionFragment.java,3.0,4,6,0.0,0,0
org.eclipse.jdt.internal.corext.dom.fragments.ASTFragment.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.dom.fragments.ASTFragmentFactory.java,2.0,4,8,0.0,0,0
org.eclipse.jdt.internal.corext.dom.fragments.ASTMatchingFragmentFinder.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.dom.fragments.IASTFragment.java,1,0,0,1,0,0
org.eclipse.jdt.internal.corext.dom.fragments.IExpressionFragment.java,1,0,0,1,0,0
org.eclipse.jdt.internal.corext.dom.fragments.SimpleExpressionFragment.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.dom.fragments.SimpleFragment.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.dom.fragments.Util.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.dom.GenericVisitor.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.dom.HierarchicalASTVisitor.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.dom.JavaElementMapper.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.corext.dom.JdtASTMatcher.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.dom.LinkedNodeFinder.java,3.3333333333333335,5,10,1.6666666666666667,5,5
org.eclipse.jdt.internal.corext.dom.LocalVariableIndex.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.dom.NodeFinder.java,4.0,4,4,0.0,0,0
org.eclipse.jdt.internal.corext.dom.OldASTRewrite.java,3.5,5,7,0.0,0,0
org.eclipse.jdt.internal.corext.dom.ScopeAnalyzer.java,4.0,8,12,1.3333333333333333,4,4
org.eclipse.jdt.internal.corext.dom.Selection.java,3.0,3,3,4.0,4,4
org.eclipse.jdt.internal.corext.dom.SelectionAnalyzer.java,4.0,4,4,0.0,0,0
org.eclipse.jdt.internal.corext.dom.TokenScanner.java,3.0,3,3,3.0,3,3
org.eclipse.jdt.internal.corext.dom.TypeBindingVisitor.java,1,0,0,1,0,0
org.eclipse.jdt.internal.corext.dom.TypeRules.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.javadoc.JavaDocAccess.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.javadoc.JavaDocCommentReader.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.corext.javadoc.JavaDocLocations.java,0.0,0,0,9.0,9,9
org.eclipse.jdt.internal.corext.javadoc.JavaDocVMInstallListener.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.javadoc.SingleCharReader.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.AbstractJavaElementRenameChange.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.base.JavaRefactorings.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.base.JavaStatusContext.java,2.0,4,8,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.base.JavaStringStatusContext.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.base.JDTChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.base.RefactoringStatusCodes.java,0.0,0,0,31.0,31,31
org.eclipse.jdt.internal.corext.refactoring.changes.AbstractDeleteChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.AddToClasspathChange.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.CompilationUnitChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.CompilationUnitReorgChange.java,4.0,4,4,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.CopyCompilationUnitChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.CopyPackageChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.CopyPackageFragmentRootChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.CopyResourceChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.CreatePackageChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.DeleteFileChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.DeleteFolderChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.DeleteFromClasspathChange.java,6.0,6,6,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.DeletePackageFragmentRootChange.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.DeleteSourceManipulationChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.DynamicValidationStateChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.MoveCompilationUnitChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.MovePackageChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.MovePackageFragmentRootChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.MoveResourceChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.PackageFragmentRootReorgChange.java,4.0,4,4,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.PackageReorgChange.java,3.0,3,3,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.RenameCompilationUnitChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.RenameJavaProjectChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.RenamePackageChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.RenameResourceChange.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.RenameSourceFolderChange.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.ResourceReorgChange.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.TextChangeCompatibility.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.UndoCompilationUnitChange.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.Utils.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.changes.WorkspaceTracker.java,1.5,5,6,0.25,1,1
org.eclipse.jdt.internal.corext.refactoring.Checks.java,0.0,0,0,3.0,3,3
org.eclipse.jdt.internal.corext.refactoring.code.AstMatchingNodeFinder.java,3.0,3,6,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.CallContext.java,6.0,6,6,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.CallInliner.java,9.666666666666666,24,29,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.CodeRefactoringUtil.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.ConstantChecks.java,1.0,2,4,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.ConvertAnonymousToNestedRefactoring.java,10.0,10,10,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.ExceptionAnalyzer.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.ExtractConstantRefactoring.java,14.0,14,14,7.0,7,7
org.eclipse.jdt.internal.corext.refactoring.code.ExtractMethodAnalyzer.java,16.0,16,16,8.0,8,8
org.eclipse.jdt.internal.corext.refactoring.code.ExtractMethodRefactoring.java,10.5,19,21,0.5,1,1
org.eclipse.jdt.internal.corext.refactoring.code.ExtractTempRefactoring.java,6.5,11,13,0.5,1,1
org.eclipse.jdt.internal.corext.refactoring.code.flow.BlockFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.BranchFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.ConditionalFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.DoWhileFlowInfo.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.FlowAnalyzer.java,4.0,5,8,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.FlowContext.java,3.5,7,7,2.0,4,4
org.eclipse.jdt.internal.corext.refactoring.code.flow.FlowInfo.java,4.0,4,4,19.0,19,19
org.eclipse.jdt.internal.corext.refactoring.code.flow.ForFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.GenericConditionalFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.GenericSequentialFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.IfFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.InOutFlowAnalyzer.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.InputFlowAnalyzer.java,3.0,4,6,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.LocalFlowInfo.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.MessageSendFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.ReturnFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.SwitchFlowInfo.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.ThrowFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.TryFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.flow.WhileFlowInfo.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.InlineConstantRefactoring.java,9.1,40,91,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.InlineMethodRefactoring.java,4.5,9,9,2.0,2,4
org.eclipse.jdt.internal.corext.refactoring.code.InlineTempRefactoring.java,6.0,6,6,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.IntroduceFactoryRefactoring.java,19.0,19,19,1.0,1,1
org.eclipse.jdt.internal.corext.refactoring.code.IntroduceParameterRefactoring.java,8.0,13,16,0.5,1,1
org.eclipse.jdt.internal.corext.refactoring.code.Invocations.java,0.0,0,0,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.LocalTypeAnalyzer.java,5.0,5,5,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.NameCollector.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.ParameterData.java,3.0,3,3,1.0,1,1
org.eclipse.jdt.internal.corext.refactoring.code.PromoteTempToFieldRefactoring.java,7.5,13,15,1.5,3,3
org.eclipse.jdt.internal.corext.refactoring.code.SnippetFinder.java,3.3333333333333335,8,10,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.SourceAnalyzer.java,4.75,13,19,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.SourceProvider.java,4.0,10,12,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.TargetProvider.java,5.166666666666667,16,31,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.code.TempAssignmentFinder.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.CollectingSearchRequestor.java,1.0,1,1,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.ExceptionInfo.java,3.0,3,3,3.0,3,3
org.eclipse.jdt.internal.corext.refactoring.ListenerList.java,3.0,3,3,1.0,1,1
org.eclipse.jdt.internal.corext.refactoring.nls.AccessorClass.java,5.0,5,5,1.0,1,1
org.eclipse.jdt.internal.corext.refactoring.nls.AccessorClassInfo.java,2.0,2,2,0.0,0,0
org.eclipse.jdt.internal.corext.refactoring.nls.changes.CreateFileChange.java,5.0,5,5,0.0,0,0
